"articulos"	"rubro"	"subrubro"	"subsubrubro"	"familia"
"Tacos, crepes"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comidas a base de carnes rojas con guarnición2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comidas a base de pescado con guarnición2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comidas a base de pollo con guarnición2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Polenta con salsa o tuco2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pastas simples, rellenas, canelones,  lasañas, con o sin salsa2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comida china"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comidas de olla: Guisos, estofados, cazuelas2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comidas a base de arroz y cereales2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Ensalada mixta2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Ensalada completa2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Ensalada rusa2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Papas fritas, noisettes"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Tortilla de papas y otras2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Omelette2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Revueltos de huevo (gramajo)"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Puré de papas, boniatos, calabaza"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Picadas"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Asado a la parrillada2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pulpa o entrecot a la parrilla"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Achuras a la parrilla: Mollejas, chotos, chinchulines2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Chorizo a la parrilla"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Morcilla a la parrilla"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Presa de pollo a la parrilla2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Provolone a la parrilla"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pamplona de pollo"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Lechón, Cordero Preparado"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pollo al spiedo, entero2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Verduras a la parrilla"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Fainá porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pizza porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Muzzarella, porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Muzzarella con gustos, porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Figazza ,porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pizzeta chica o individual2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pizzeta mediana"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Pizzeta grande o familiar"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Menú ejecutivo a base de carnes2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Menú ejecutivo a base de pastas2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Menú ejecutivo a base de verduras2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Combo chico y cajita feliz (hamburguesa, papas fritas y refresco)"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Combo mediano (hamburguesa, papas fritas y refresco)"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Combo grande (hamburguesa, papas fritas y refresco)"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Tenedor libre, buffet"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Helado barrita o cucurucho"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Helado copa, cassata, vasito, bochas2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Torta dulce rellena  entera,en restautant"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Torta dulce porción"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Torta de frutas entera, en restaurant"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Torta de frutas  porción2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Postres, flan, panqueques, dulces2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Yo-yo, cañón, palmitas, alfajor de maicena"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Frutas en ensalada o en almíbar2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Tortas Fritas"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"SERVICIO DE COMIDA y BEBIDA PARA FIESTAS"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Parrillada Completa"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"sopas,caldos2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Comida a base de verduras"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Jugos de frutas y licuados"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Yogures"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Refrescos2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Refrescos diet2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Aguas de mesa"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Bebidas no alcohólicas otras"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Cerveza"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Vino,botella"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Vino,jarra"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Vino,copa"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Vermouth2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Vinos espumantes, sidra, champagne"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Bebidas alcohólicas blancas:Grapa,gin,voldka,caña"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Whisky2"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Licores"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Tragos"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Sangría ,clericó en jarra"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Restaurantes, cafés y establecimientos similares"	"Restaurantes, cafés y establecimientos similares"
"Almuerzos en colegios y liceos privados"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Comedores"	"Comedores"
"Comidas en centros no educativos"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Comedores"	"Comedores"
"Comida sin especificar"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de suministro de comidas por contrato"	"Comedores"	"Comedores"
"Hotel, pensión con o sin comida"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Hotel de alta rotatividad, motel"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Camping, alquiler de parcelas"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Cabaña alquiler de"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Albergue"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Centro de vacaciones"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Internados, Hogares estudiantiles"	"RESTAURANTES Y SERVICIOS DE ALOJAMIENTO"	"Servicios de alojamiento"	"Servicios de alojamiento"	"Servicios de alojamiento"
"Peluquería de hombre, niño"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Peluquería de mujer"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Bronceado artificial,cama solar"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Masaje no terapéutico"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Depilación, pedicuría, manicuría"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Servicios de cuidado personal, otros"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"	"Servicio de peluquería y otros servicios de cuidado personal"
"Afeitadora, cortadora de pelo"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Aparatos eléctricos para el cuidado personal"	"Aparatos eléctricos para el cuidado personal"
"Depiladora, secador, planchita, enrulador de cabello"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Aparatos eléctricos para el cuidado personal"	"Aparatos eléctricos para el cuidado personal"
"Talco, polvo para los pies"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Jabón de tocador, líquido o en barra, gel de ducha."	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Brochas, cremas y lociones de afeitar, hojas, cartuchos, afeitadoras no eléctricas"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Cepillo de dientes, hilo dental, pomo de pasta de dientes"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Cepillos para pelo, peines"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Champú, acondicionador, savia, cremas para el cabello"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Desodorantes y antitranspirantes"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Artículos de tocador y para el cuidado personal, otros"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos para la higiene personal"
"Papel higiénico, rollo"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos descartables para el cuidado personal"
"Toallas higiénicas femeninas, protectores diarios, tampones, paquetes"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos descartables para el cuidado personal"
"Pañales desechables, paquete pañuelos de papel, paquete de cotonetes, toallitas húmedas"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Artículos descartables para el cuidado personal"
"Cosméticos y perfumes"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Productos de belleza"
"Cremas para la piel (hidratantes, nutritivas, antiarrugas, tónicos faciales, de limpieza,etc.)"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Productos de belleza"
"Bronceadores y protectores solares"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Productos de belleza"
"Productos para depilación"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Productos de belleza"
"Tintas, gel, cera, espuma, modelador para el cabello"	"BIENES Y SERVICIOS DIVERSOS"	"Cuidado personal"	"Otros aparatos, articulos y productos para la atención personal"	"Productos de belleza"
"Sexo: pagos por bienes y servicios sexuales"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Fantasías, bijouterie"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Relojes de pulsera"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Reloj de pared"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Relojes, reparación de"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Joyas, reparación de"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Rodados de metal para bebés (carrito, changuito, coche)"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Bolsos, valijas, maletas, baúles"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Billeteras, monederos, portallaves, portadocumentos"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Artículos de fumador"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Paraguas, sombrillas y bastones no ortopédicos"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Artículos personales, otros"	"BIENES Y SERVICIOS DIVERSOS"	"Efectos personales n.e.p."	"Efectos personales n.e.p."	"Efectos personales n.e.p."
"Protección social"	"BIENES Y SERVICIOS DIVERSOS"	"Protección social"	"Protección social"	"Protección social"
"Seguros de vivienda"	"BIENES Y SERVICIOS DIVERSOS"	"Seguros (no de vida)"	"Seguros de vivienda"	"Seguros de vivienda"
"Seguros de transporte"	"BIENES Y SERVICIOS DIVERSOS"	"Seguros (no de vida)"	"Seguros de transporte"	"Seguros de transporte"
"Seguro por accidente y enfermedad (no de trabajo)"	"BIENES Y SERVICIOS DIVERSOS"	"Seguros (no de vida)"	"Otros seguros"	"Otros seguros"
"Seguro de accidente de trabajo"	"BIENES Y SERVICIOS DIVERSOS"	"Seguros (no de vida)"	"Otros seguros"	"Otros seguros"
"Pagos por servicios bancarios (incluye cofre fort, libreta de cheques)"	"BIENES Y SERVICIOS DIVERSOS"	"Servicios financieros n.e.p."	"Servicios financieros n.e.p."	"Servicios financieros n.e.p."
"Costo o renovación de tarjeta de crédito o débito"	"BIENES Y SERVICIOS DIVERSOS"	"Servicios financieros n.e.p."	"Servicios financieros n.e.p."	"Servicios financieros n.e.p."
"Servicios de abogados"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Honorarios por servicios de asesoramiento"	"Honorarios por servicios de asesoramiento"
"Servicios de escribanos"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Honorarios por servicios de asesoramiento"	"Honorarios por servicios de asesoramiento"
"Gastos legales"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Honorarios por servicios de asesoramiento"	"Honorarios por servicios de asesoramiento"
"Profesionales, otros servicios de"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Honorarios por servicios de asesoramiento"	"Honorarios por servicios de asesoramiento"
"Funerarios, servicios"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Servicios de fúnerales"	"Servicios de fúnerales"
"Previsión de servicios fúnebres, cuota"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Servicios de fúnerales"	"Servicios de fúnerales"
"Mantenimiento de parcela"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Servicios de fúnerales"	"Servicios de fúnerales"
"Servicios de agentes inmobiliarios"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Servicios de agentes inmobiliarios"	"Servicios de agentes inmobiliarios"
"Reproducciones de documentos y avisos en la prensa"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Reproducciones de documentos y avisos en la prensa"	"Reproducciones de documentos y avisos en la prensa"
"Partidas del Registro Civil"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Tasas por la emisión de certificados"	"Tasas por la emisión de certificados"
"Trámite de la Cédula de identidad (incluye renovación)"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Tasas por la emisión de certificados"	"Tasas por la emisión de certificados"
"Trámite para obtención del pasaporte (incluye renovación)"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Tasas por la emisión de certificados"	"Tasas por la emisión de certificados"
"Certificado de buena conducta"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Tasas por la emisión de certificados"	"Tasas por la emisión de certificados"
"Trámite de Credencial Cívica"	"BIENES Y SERVICIOS DIVERSOS"	"Otros servicios"	"Tasas por la emisión de certificados"	"Tasas por la emisión de certificados"
