"jefe"	 "desemp"	 "size"	 "tparcial"	 "multiemp"	 "privado"	 "publico"	 "cpsl"	 "cpcl"	 "profytec"	 "oficina"	 "manual"	 "indust"	 "comercio"	 "sfinan"	 "sperson"	 "subemp"	 "precario"	 "ingreso"	 "Comp.1"	 "Comp.2"	 "norma"	 "Cos 1"	 "Cos 2"
74,96	 5,08	 33,58	 9,45	 11,81	 53,86	 15,61	 8,18	 13,42	 4,61	 16,13	 36,35	 23,16	 19,12	 8,29	 9,27	 5,36	 7,95	 3,57	 32,9919218710642	 -27,424663562343	 2401,26772334568	 0,453288443501772	 0,766503069341072
23,82	 13,7	 23,77	 10,06	 5,32	 74,65	 9,39	 5,9	 6,48	 4,32	 17,79	 43,06	 22,36	 27,93	 4,9	 8,73	 6,98	 17,12	 2,45	 -13,3009616107473	 -10,4298663561186	 2741,02957945679	 0,0645434770556665	 0,104230065271198
21,39	 12,71	 36,18	 8,47	 5,67	 68,17	 12,91	 6,58	 10,03	 3,87	 9,87	 47,2	 21,13	 23,27	 2,88	 8,55	 7,15	 31,41	 1,8	 -18,9622577882431	 -17,2192702419272	 2253,99808779012	 0,159524190537497	 0,291069673770457
82,24	 2,8	 34,13	 11,06	 29,33	 36,06	 25,48	 5,29	 17,79	 52,4	 10,1	 6,73	 8,65	 12,98	 17,31	 1,92	 1,44	 5,77	 4,91	 61,8028242738271	 17,8421465850834	 4862,20091501235	 0,785567925921845	 0,851040784885921
47,28	 3,06	 27,37	 43,51	 18,95	 30,53	 38,95	 3,51	 17,19	 60	 18,25	 2,46	 6,32	 8,42	 7,37	 4,91	 3,51	 0,35	 5,56	 38,9833364058047	 52,6555664731469	 4656,27354112346	 0,32637698449337	 0,921833556389493
6,47	 29,85	 63,83	 34,75	 4,96	 80,85	 4,26	 3,55	 7,8	 2,13	 3,55	 17,02	 12,77	 23,4	 1,42	 49,65	 8,51	 87,23	 1,12	 -82,553015296934	 -14,3155479111002	 8745,57991834568	 0,779250821357191	 0,802683791372719
77,71	 5,2	 41,54	 9,72	 4,3	 47,18	 21,29	 15,36	 13,35	 0,89	 3,19	 51,63	 16,39	 13,35	 1,04	 8,46	 6,38	 19,96	 2,06	 30,6194524808772	 -43,3818288106164	 3127,72969167901	 0,299754442566745	 0,901463431665273
77,61	 4,31	 38,41	 9,19	 11,24	 39,9	 26,54	 8,62	 18,26	 4,62	 11,99	 40,13	 18,95	 17,35	 4,57	 6,74	 5,54	 9,47	 2,72	 41,2331597435338	 -28,6575301738844	 2755,65531834568	 0,616976096798801	 0,915001045782669
3,95	 19,83	 48,83	 26,3	 4,53	 76,68	 9,84	 2,07	 8,68	 7,25	 22,02	 9,97	 11,92	 29,66	 7,51	 25,78	 10,49	 41,06	 1,49	 -50,3938756876716	 9,47714088680735	 3321,10879612346	 0,764667122555204	 0,791711162633998
86,3	 4,65	 49,79	 16,88	 4,32	 42,96	 12,83	 17,02	 17,57	 1,67	 6,97	 39,61	 18,27	 21,06	 3,63	 14,64	 4,6	 7,11	 3,2	 36,9930794261801	 -41,3452332737528	 3428,27358612346	 0,399176988374226	 0,89780356280523
5,29	 20,26	 26,52	 33,15	 11,05	 44,2	 40,33	 3,31	 11,05	 54,14	 24,31	 0,55	 3,87	 13,26	 13,81	 4,42	 12,71	 11,6	 2,75	 -0,561178092991609	 65,5781294014213	 4775,53089945679	 6,59446789653316e-05	 0,900592220465126
6,42	 20,45	 48,86	 18,44	 5,79	 78,73	 5,79	 3,1	 8,34	 7,13	 22,88	 9,83	 14,4	 31,22	 4,85	 28,94	 10,36	 44,41	 1,45	 -50,5729551589571	 4,40511495843918	 3663,7189155679	 0,698094982844347	 0,70339152393941
35,81	 8,45	 58,3	 30,63	 9,96	 39,11	 18,82	 4,06	 27,68	 11,81	 20,3	 13,65	 15,87	 21,77	 3,69	 19,56	 4,8	 15,87	 2,11	 0,0407531135176052	 4,43057883372102	 1062,55712723457	 1,56303714766028e-06	 0,0184758909567262
41,65	 6,64	 52,21	 34,56	 8,82	 48,28	 15,69	 5,88	 21,57	 12,5	 22,06	 14,46	 18,38	 15,69	 6,86	 25,74	 5,39	 6,13	 3,08	 3,71306450928785	 4,69292501220717	 1088,77852945679	 0,0126626744348197	 0,0328904292760063
25	 6	 31,91	 6,38	 14,89	 64,89	 14,89	 4,26	 11,7	 27,66	 25,53	 11,7	 12,77	 21,28	 11,7	 5,32	 10,64	 13,83	 3,19	 1,10618161082417	 20,7493311440898	 1821,95969834568	 0,000671605281520012	 0,23697471523396
16,81	 1,72	 18,86	 35,09	 28,73	 27,41	 51,75	 1,54	 12,06	 73,9	 11,62	 1,97	 3,07	 6,14	 7,02	 2,19	 5,48	 0,88	 4,73	 31,9967338911868	 79,4190692536055	 8095,7846755679	 0,126459759088344	 0,905555154268989
76,59	 1,79	 28,31	 5,96	 34,6	 45,03	 21,69	 3,15	 16,56	 48,68	 13,08	 7,12	 12,42	 14,4	 23,01	 1,49	 5,13	 2,81	 7,64	 57,9122676921686	 19,1565907266507	 4778,16179445679	 0,7019081591461	 0,778710700385731
41,38	 2,59	 34,51	 39,82	 20,35	 23,01	 44,25	 1,77	 22,12	 68,14	 7,08	 2,65	 5,31	 14,16	 5,31	 0,88	 5,31	 0,88	 4,04	 41,1022533461031	 57,2762877511138	 5798,98400001235	 0,291326071967718	 0,857041228026331
93,53	 0,72	 27,54	 15,58	 29,35	 35,51	 23,19	 3,99	 17,75	 46,74	 8,33	 2,9	 10,87	 11,96	 21,38	 1,81	 5,07	 1,09	 10,67	 69,4583123909711	 14,280638773434	 6069,93446112346	 0,794812067758108	 0,828409900664455
13,14	 15,49	 15,31	 30,63	 12,76	 69,61	 21,81	 1,39	 5,57	 37,12	 38,28	 2,78	 9,05	 17,17	 20,19	 3,71	 12,76	 6,5	 3,61	 -6,71405422233744	 50,7253962161889	 4246,97573612346	 0,0106142645735089	 0,61647264031219
19,83	 12,89	 70,7	 28,59	 9,53	 69,42	 6,83	 2,56	 17,64	 2,13	 2,42	 11,81	 13,09	 21,34	 0,14	 47,94	 10,38	 45,52	 1,51	 -46,5507265965805	 -10,6334294766411	 3954,88823112346	 0,547921968974083	 0,576511859718626
38,75	 7,03	 74,45	 36,47	 9,24	 54,45	 8,57	 5,21	 25,38	 2,35	 5,55	 14,12	 13,95	 23,03	 1,51	 42,52	 5,21	 32,61	 1,44	 -23,1303245947696	 -15,3233452123578	 2725,89174167901	 0,196270419576481	 0,282409170029006
78,96	 3,6	 36,19	 5,29	 11,08	 42,98	 25,11	 7,74	 17,26	 4,12	 13,08	 39,59	 17,59	 19,49	 5,07	 6,74	 4,73	 9,13	 3,09	 42,1117266225878	 -29,8407454787613	 2959,35107501235	 0,599252158390221	 0,900152615333978
25,78	 3,92	 21,94	 20,89	 31,39	 42,59	 36,64	 1,52	 14,35	 67,21	 18,2	 1,63	 4,9	 8,17	 17,85	 1,75	 6,88	 1,87	 5,6	 30,9857212654162	 65,2053030923673	 5681,44938390123	 0,168991195285241	 0,917344522768023
36,67	 9,78	 36,95	 4,93	 4,19	 67,49	 11,08	 14,29	 6,65	 0	 1,72	 62,07	 18,97	 14,29	 0,74	 7,88	 8,62	 43,35	 1,65	 -13,4293911401107	 -38,4558335059385	 3510,33032779012	 0,051376517180256	 0,472661978246096
7,34	 18,51	 33,03	 17,75	 4,7	 81,07	 7,05	 2,48	 6,53	 6,66	 30,94	 13,32	 18,54	 31,2	 7,31	 19,58	 8,88	 27,55	 2,14	 -38,5048167070637	 10,4643608933464	 3448,6298155679	 0,429915934424646	 0,46166850131712
91,35	 5,47	 51,17	 13,82	 3,36	 40,15	 16,9	 18,11	 19,14	 0,75	 3,64	 43,14	 14,75	 15,41	 1,68	 10,55	 3,64	 12,89	 2,27	 40,7326960884684	 -46,8533214211201	 4077,32592667901	 0,406921732643265	 0,945322088088682
28,46	 10,65	 35,3	 5,37	 5,28	 70,61	 10,28	 8,83	 7,92	 3,64	 11,01	 47,68	 20,56	 24,02	 3,46	 8,92	 7,73	 29,85	 2,01	 -14,2275623604968	 -21,85999289577	 2293,32608445679	 0,0882663534391245	 0,29663588825663
20,86	 11,37	 38,47	 21,67	 8,69	 58,93	 17,13	 3,9	 13,8	 8,6	 30,68	 13,88	 19,24	 22	 7,06	 18,51	 8,12	 13,47	 3	 -12,3128369152958	 12,460411953069	 1404,14971279012	 0,107969934773851	 0,2185435186488
46,64	 3,53	 28,94	 38,83	 22,34	 29,3	 37,36	 3,66	 17,95	 69,6	 14,29	 2,2	 5,13	 8,42	 11,36	 2,2	 6,23	 1,83	 5,82	 42,2763718120553	 56,8921706530149	 5406,78912667901	 0,330564327869199	 0,929204113105256
89,14	 3,76	 37,48	 10,85	 9,12	 38,78	 19,54	 8,25	 16,35	 5,07	 16,79	 28,36	 20,98	 19,83	 9,41	 7,53	 5,35	 2,6	 4,97	 49,3277639361637	 -27,5382516292189	 3640,11248890123	 0,668448654364623	 0,876781585038172
19,24	 9,22	 48,17	 21,27	 10,16	 52,94	 19,21	 3,02	 18,89	 8,89	 22,3	 13,25	 14,68	 24,05	 4,05	 21,51	 8,25	 19,37	 2,1	 -14,6594843798237	 9,96696794251264	 1165,77989223457	 0,184340529214631	 0,269554256633328
80,76	 4,85	 40,74	 5,25	 7,25	 54,01	 13,43	 15,59	 14,35	 0,62	 3,55	 56,94	 20,68	 18,21	 2,47	 7,41	 8,8	 16,36	 2,77	 31,926098650052	 -49,8947838400757	 3909,33218890123	 0,260728872799968	 0,897535706845856
7,73	 22,27	 69,01	 25,73	 5,26	 79,53	 3,51	 2,92	 10,53	 1,17	 4,68	 12,87	 11,7	 21,05	 1,17	 50,29	 14,04	 67,84	 1,09	 -70,6276994868565	 -12,2529501155025	 6743,4909805679	 0,739716557667232	 0,761980217093132
26,65	 13,77	 21,18	 19,1	 11,11	 65,63	 15,28	 4,86	 9,72	 30,21	 32,29	 10,07	 13,19	 22,92	 21,53	 3,13	 6,6	 2,78	 4,12	 4,97587529862767	 30,8695376808937	 2698,60117834568	 0,00917487740914394	 0,362294250615779
95,19	 1,92	 34,31	 13,73	 33,33	 34,31	 26,47	 1,96	 13,73	 48,04	 11,76	 0,98	 8,82	 11,76	 15,69	 1,96	 2,94	 2,94	 6,23	 69,8753168891991	 14,7111389889522	 6228,84098445679	 0,783863309811527	 0,818607752781304
81,82	 2,27	 37,21	 6,2	 39,53	 37,21	 24,81	 4,26	 20,93	 46,9	 12,79	 7,75	 6,59	 11,63	 18,6	 4,26	 3,88	 2,33	 5,47	 63,2626209275463	 15,7978875275494	 5226,12346779012	 0,765798824174114	 0,813553771387146
22,32	 13,84	 62,31	 24,2	 14,78	 75,37	 4,28	 3,21	 11,56	 1,5	 4,28	 16,27	 16,27	 16,7	 1,93	 52,03	 10,71	 35,97	 2,2	 -40,9032408166474	 -10,9797924159639	 3733,24603445679	 0,448155598067377	 0,480448096441436
75,46	 4,28	 31,16	 4,22	 11,24	 53,2	 16,08	 8,13	 13,16	 4,97	 14,4	 35,01	 23,09	 20,48	 6,27	 7,95	 5,09	 6,58	 3,94	 36,0845550815285	 -27,5264679673126	 2732,56328167901	 0,476510507244978	 0,753798299200492
25,71	 11,44	 28,46	 6,97	 5,56	 71,82	 8,29	 7,35	 8,11	 3,96	 18,47	 41,85	 22,62	 26,2	 6,03	 7,54	 7,45	 15,65	 2,48	 -9,9131225777368	 -12,2270310592269	 2486,31132112346	 0,0395244145036637	 0,0996537664690265
80,53	 5	 39,26	 4,61	 5,19	 51,11	 18,35	 15,39	 11,6	 0,41	 2,14	 53,91	 16,87	 14,32	 0,74	 6,58	 5,51	 19,01	 2,31	 32,8571198434055	 -47,4205569878961	 3740,56414945679	 0,288616978955084	 0,889785448521063
36,94	 14,55	 34,5	 10,04	 3,49	 68,12	 7,86	 15,28	 7,86	 0,44	 3,06	 68,12	 21,83	 19,21	 2,18	 7,42	 5,68	 31,88	 2,02	 -10,3101062663955	 -38,3144257548188	 3676,3644355679	 0,0289139700612806	 0,428220199530547
91,1	 2,51	 42,66	 8,53	 9,33	 35,52	 24,8	 5,95	 21,83	 3,57	 14,09	 35,32	 17,66	 20,04	 6,94	 8,93	 3,77	 4,96	 3,22	 51,8682425025217	 -33,2635192672784	 4089,32521612346	 0,657887166736699	 0,928460343377683
5,76	 31,65	 57,89	 28,42	 10,53	 84,21	 6,32	 0	 8,42	 1,05	 5,26	 18,95	 18,95	 14,74	 1,05	 52,63	 14,74	 76,84	 1,9	 -76,8022068037643	 -11,6160004611126	 7879,92581667901	 0,748557677718612	 0,765681121498624
38,72	 5,39	 69,93	 39,5	 6,58	 64,95	 4,98	 3,38	 19,22	 1,78	 4,45	 13,52	 15,66	 19,4	 1,6	 48,4	 4,27	 17,26	 2,34	 -22,0629154247631	 -12,617401457027	 3217,91826501235	 0,151269298021894	 0,200741909324274
88,57	 2,86	 38,24	 23,53	 29,41	 32,35	 30,88	 4,41	 20,59	 54,41	 8,82	 5,88	 8,82	 8,82	 17,65	 4,41	 4,41	 5,88	 6,63	 64,4226947634669	 19,6162661467049	 5482,66244390123	 0,756983243643513	 0,827167739128257
41,68	 8,09	 70,76	 36,21	 8,47	 65,61	 6,81	 3,82	 17,77	 3,32	 4,32	 14,12	 14,78	 16,11	 0,66	 52,33	 5,65	 20,43	 2,32	 -21,2621302813551	 -14,149147599883	 3285,20235945679	 0,13761045276251	 0,198549888419186
79,12	 2,21	 24,5	 7,41	 32,79	 46,23	 22,74	 3,02	 14,2	 47,74	 12,94	 4,77	 11,43	 13,69	 22,74	 1,76	 5,15	 2,01	 7,85	 59,0107428666354	 19,8760844774995	 4975,74214279012	 0,699848921777022	 0,779245868567993
32,38	 17,79	 34,63	 11,69	 4,33	 66,23	 9,52	 15,15	 8,66	 1,3	 4,76	 63,64	 21,65	 21,65	 0,43	 9,09	 11,69	 38,96	 1,86	 -17,2636103361447	 -34,2188709340338	 3266,72360167901	 0,0912327696426659	 0,449674826815251
78,68	 4,14	 41,71	 5,27	 6,23	 50,34	 18,5	 15,82	 13,04	 0,96	 1,82	 56,57	 15,24	 10,55	 0,96	 7,57	 6,62	 20,81	 2,26	 31,4024906034749	 -47,6635981604483	 3720,66797779012	 0,265037466924697	 0,875631748156432
5,24	 19,5	 48,46	 21,63	 3,74	 77,24	 8,29	 2,76	 9,11	 6,5	 21,79	 13,01	 13,17	 30,57	 6,02	 27,8	 11,22	 42,28	 1,35	 -49,8676359697277	 4,94257201821446	 3369,92475779012	 0,737933721357036	 0,745182850020448
20,6	 2,76	 23,26	 28,42	 31,01	 27,91	 51,42	 1,81	 14,21	 71,83	 12,66	 1,81	 2,33	 7,49	 10,59	 2,07	 6,98	 4,65	 4,78	 33,2382472241936	 74,0918981144374	 7272,54785279012	 0,151911145983421	 0,906751055918709
23,61	 16,16	 60,49	 28,17	 10,4	 74,67	 5,86	 3,78	 12,1	 1,32	 4,73	 13,8	 15,5	 17,01	 1,7	 50,85	 10,78	 38,37	 1,95	 -42,3478093483775	 -10,0114692733203	 3502,11718223457	 0,512072230393578	 0,540691922938156
75,39	 4,75	 33,37	 5,38	 10,93	 52,8	 15,18	 8,5	 15,41	 5,67	 15,3	 34,16	 20,34	 20,57	 7,88	 8,1	 6,18	 7,65	 4,14	 35,0757290015129	 -26,9343424708067	 2493,22284390123	 0,49346040928394	 0,784432716917521
26,81	 13,37	 30,69	 7,42	 5,56	 74,2	 7,42	 7,5	 9,02	 4,05	 18,04	 39,63	 20,49	 29,26	 7,17	 8,18	 7,25	 17,37	 2,49	 -12,0773552482665	 -12,8779913710111	 2371,35326223457	 0,061510240635923	 0,131446114127652
20,38	 13,63	 38,41	 21,11	 9,62	 61,31	 16,89	 3,88	 11,76	 10,59	 29,34	 12,73	 15,99	 22,21	 8,51	 20,97	 8,1	 15,78	 2,89	 -14,6233420145087	 13,8600600361133	 1385,43334279012	 0,154350357443137	 0,293008247556993
8,47	 20,63	 70	 28	 4	 80,67	 2	 6	 6,67	 2	 0,67	 12,67	 12,67	 22	 0	 53,33	 16	 80,67	 0,89	 -77,9794093382596	 -16,4159281931853	 8404,82565723457	 0,723487735347578	 0,755550589407121
8,97	 26,21	 54,21	 29,91	 3,74	 88,79	 0	 3,74	 6,54	 0	 4,67	 7,48	 14,02	 25,23	 0,93	 53,27	 5,61	 69,16	 1,35	 -74,9196915809781	 -9,63847552691189	 7533,28181279012	 0,745088306275641	 0,757420276961399
36,7	 1,83	 27,1	 37,38	 25,23	 24,3	 46,73	 1,87	 14,95	 69,16	 6,54	 0	 0,93	 10,28	 2,8	 3,74	 3,74	 3,74	 4,5	 39,0424470692843	 63,5394083143863	 6305,15957501235	 0,241756398870346	 0,882066348350792
34,7	 6,94	 75,91	 35,18	 6,88	 51,24	 9,18	 6,5	 27,72	 1,34	 3,82	 15,68	 15,3	 21,99	 0,96	 43,21	 6,5	 24,86	 1,54	 -21,2874661495321	 -14,1898076704991	 2957,95134723457	 0,153199347072134	 0,221270325289541
89,62	 5,07	 38,93	 10,29	 6,9	 42,45	 16,02	 9,38	 17,32	 5,86	 16,02	 27,47	 19,01	 19,92	 10,68	 10,94	 3,65	 3,26	 4,72	 46,7169310849816	 -29,0347149222634	 3531,47055334568	 0,618006469834859	 0,856721378506105
89,86	 5,26	 48,56	 10,91	 5,76	 31,07	 22,02	 9,47	 24,28	 3,5	 12,96	 33,95	 20,58	 21,4	 7,2	 8,02	 5,35	 7,2	 3,14	 48,5843301448555	 -35,1771129513456	 3979,7376705679	 0,593113750456694	 0,904046122894988
75,78	 7,55	 41,45	 6,63	 6,01	 57,47	 10,17	 18,34	 10,79	 1,08	 4,16	 58,86	 19,41	 13,87	 2,62	 8,32	 8,17	 19,11	 2,74	 24,8742928104083	 -49,5005682331907	 3672,08170723457	 0,168495826658469	 0,835775710594953
23,23	 3,02	 23,47	 24,34	 28,53	 41,87	 36,32	 1,75	 15,87	 62,8	 22,4	 0,88	 4,28	 7,3	 17,92	 1,56	 8,96	 1,17	 6,27	 27,4766441823228	 65,1427639622138	 5331,24915279012	 0,141611459882129	 0,937593710011221
34,74	 8,12	 60,42	 28,98	 8,13	 37,1	 16,25	 4,24	 31,8	 9,54	 18,37	 17,31	 16,96	 24,38	 3,18	 21,91	 3,89	 14,13	 2,11	 -0,223204762481321	 0,0763849749809546	 1429,96263501235	 3,48403271347806e-05	 3,89206186472862e-05
25,98	 11,29	 37,87	 4,34	 4,73	 69,63	 11,64	 8,19	 8,09	 2,76	 8,78	 55,03	 22,58	 21,1	 2,56	 7,99	 8,88	 31,66	 1,9	 -15,9151353172208	 -25,6336713912455	 2831,48922223457	 0,0894552344315676	 0,321518667283272
8,32	 21,87	 30,09	 18,13	 4,86	 83,71	 7,23	 2,63	 4,6	 8,41	 31,8	 11,3	 16,82	 29,57	 8,54	 21,02	 8,54	 28,12	 2	 -39,0678344985672	 12,9114602826928	 3695,13148279012	 0,413055854579486	 0,458170840990113
21,06	 15,5	 73,98	 29	 11,29	 67,71	 5,96	 5,02	 16,46	 1,41	 2,98	 12,23	 14,11	 19,28	 1,25	 47,49	 9,25	 47,34	 1,36	 -46,9458475994043	 -12,5778088134158	 4065,06714501235	 0,542158967664433	 0,58107622755298
41,32	 3,16	 23,91	 31,79	 25,27	 38,32	 35,6	 2,45	 13,59	 61,96	 14,67	 2,45	 5,43	 6,25	 10,87	 2,45	 5,16	 1,63	 6,41	 36,6121540220304	 54,4802538159421	 4489,2188205679	 0,298593112902282	 0,959754480722173
84,95	 1,46	 29,56	 7,39	 33,99	 36,95	 28,08	 4,93	 17,73	 51,72	 5,91	 5,91	 9,36	 10,34	 18,23	 0,99	 3,94	 4,43	 5,95	 66,7841046417146	 17,9848098806396	 5683,93580501235	 0,784688072807289	 0,841594659640574
92,73	 1,3	 27,11	 15,26	 30,26	 35	 25,79	 3,42	 15,26	 47,11	 10,53	 3,95	 13,42	 11,05	 21,32	 1,58	 3,42	 0,79	 10,46	 70,0672139155757	 15,5173338586104	 6078,5930655679	 0,807656379187538	 0,847268777563654
21,85	 10,11	 49,05	 22,92	 9,17	 50,43	 20,93	 4,15	 18,69	 8,65	 24,22	 12,11	 13,41	 24,83	 5,02	 21,19	 10,03	 22,75	 2,07	 -14,3906117581119	 9,4100785314606	 1051,4385005679	 0,19695845896917	 0,281176012273932
36,63	 8,01	 51,11	 27,96	 8,52	 49,44	 14,44	 6,67	 19,63	 10	 23,33	 14,81	 17,78	 18,89	 6,85	 23,7	 8,15	 8,52	 2,99	 -0,342758693940626	 3,60214771510559	 924,143837234568	 0,000127126879537978	 0,0141676556788952
13,68	 18,66	 19,61	 29,95	 14,01	 66,37	 23,29	 1,23	 7,18	 36,78	 44,13	 1,4	 5,6	 15,94	 22,07	 3,15	 13,31	 8,06	 3,08	 -6,3839159617009	 51,8961629044703	 4342,26201501235	 0,00938551908317851	 0,629617949760134
14,81	 17,28	 37,31	 23,88	 11,94	 58,21	 14,93	 1,49	 16,42	 32,84	 19,4	 8,96	 2,99	 26,87	 22,39	 4,48	 7,46	 11,94	 2,78	 -7,62389052636238	 33,5671378831189	 2197,21720834568	 0,0264533276624573	 0,539262321413542
88,47	 5,71	 45,9	 15,51	 4,79	 44,64	 14	 11,73	 21,19	 0,88	 6,56	 38,34	 17,78	 23,2	 2,77	 12,74	 5,04	 10,09	 3,07	 37,5055158482079	 -41,7232607857765	 3397,28882167901	 0,41405479277001	 0,926472365126298
80,58	 3,03	 39,27	 4,03	 9,88	 43,69	 23,34	 7,8	 18,99	 3,64	 11,25	 42,52	 17,69	 20,29	 4,88	 7,74	 5,2	 9,3	 3,07	 42,1626658509002	 -34,2740521571389	 3203,85281001235	 0,554860193982449	 0,921515817985897
26,4	 13,2	 19,85	 26,55	 10,57	 70,62	 15,98	 3,35	 6,44	 32,99	 37,37	 6,7	 8,76	 19,59	 31,19	 2,32	 8,76	 5,67	 3,25	 1,2733527971701	 37,527374170449	 3550,26461834568	 0,000456706054439528	 0,397132436886333
90	 6,12	 54,4	 13,13	 3,62	 38,99	 16,75	 17,68	 21,41	 1,14	 3,72	 44,47	 14,79	 16,24	 1,14	 10,13	 5,79	 11,89	 2,14	 40,4039884289841	 -47,2343043242111	 4116,23164723457	 0,396596309652845	 0,938616219171568
4,97	 17,68	 26,85	 36,91	 13,42	 46,31	 36,24	 4,7	 10,74	 58,39	 22,15	 2,68	 4,03	 20,13	 8,05	 4,03	 12,08	 9,4	 2,75	 -1,15102733151388	 65,90322216031	 4778,71956001235	 0,000277242449834938	 0,90914720993124
35,52	 11,59	 39,89	 4,84	 2,85	 72,36	 6,55	 12,25	 7,41	 0,28	 1,71	 62,11	 19,37	 10,26	 0,28	 9,12	 7,41	 52,14	 1,67	 -21,3429532280764	 -41,5910089854969	 4151,72880945679	 0,109718546996199	 0,526367154798213
35,99	 6,05	 52,88	 27,12	 9,49	 42,03	 24,75	 4,07	 21,36	 11,86	 18,31	 11,53	 12,2	 16,95	 3,39	 20	 5,42	 17,29	 2,19	 1,49962382757786	 7,07499887973771	 774,774555012346	 0,00290261419878899	 0,0675092908435741
31,56	 17,56	 45,28	 6,47	 2,43	 64,96	 8,36	 17,25	 8,63	 0	 1,89	 55,53	 12,94	 15,09	 0,27	 8,89	 12,94	 56,87	 1,48	 -26,3812773684385	 -37,8790182759022	 3670,47552445679	 0,189613523085265	 0,580522007826755
26,4	 19,96	 21,56	 23,9	 12,99	 71,17	 14,03	 3,12	 8,31	 33,77	 31,95	 9,87	 10,13	 18,18	 30,13	 1,04	 12,21	 7,27	 3,28	 -0,111683929615735	 34,3062435360329	 3166,96991279012	 3,93855972045636e-06	 0,37162677614984
39,84	 4,95	 24,93	 37,26	 24,11	 35,62	 37,81	 3,29	 14,79	 69,04	 15,07	 2,47	 4,38	 5,75	 10,41	 1,92	 4,93	 0,27	 6,55	 37,570209242387	 60,8467654027094	 5394,08014612346	 0,261679579145881	 0,948048479806931
25,24	 13,86	 40,16	 5,84	 4,3	 67,32	 11,37	 7,79	 11,48	 2,46	 8,2	 46,93	 17,62	 23,26	 1,84	 8,81	 10,66	 34,94	 1,8	 -19,072812300598	 -22,4457486297989	 2218,60684779012	 0,163964232516538	 0,391048914984705
25,46	 15,17	 27,31	 7,1	 5,39	 76,55	 7,64	 6,02	 7,01	 4,31	 17,7	 43,4	 22,37	 28,3	 7,1	 8,27	 10,06	 20,31	 2,31	 -14,7996896569466	 -13,8090798453754	 2755,50751834568	 0,0794883746401212	 0,148691846198942
18,39	 20,69	 33,33	 27,54	 7,25	 47,83	 30,43	 4,35	 10,14	 28,99	 20,29	 7,25	 1,45	 26,09	 11,59	 4,35	 8,7	 11,59	 2,55	 -2,37391232379286	 35,3058556452754	 1965,5975105679	 0,00286704663124418	 0,637027110501533
25,81	 6,24	 21,6	 21,15	 28,81	 42,66	 36,28	 2,28	 14,68	 63,17	 21,42	 1,73	 5,83	 6,93	 19,51	 1,91	 10,3	 2,92	 5,75	 28,5926045105888	 62,9929341171976	 5191,4226955679	 0,157478417890514	 0,921837242318607
90,65	 6,68	 47,24	 11,66	 6,95	 33,74	 21,88	 9	 25,36	 5,11	 13,29	 31,08	 15,75	 12,27	 6,95	 7,16	 5,32	 8,59	 3,15	 48,4972652045987	 -32,0286829166172	 3738,58054890124	 0,629111691338688	 0,903503674059162
80,65	 2,15	 37,91	 11,54	 32,97	 38,46	 26,92	 3,3	 23,08	 46,7	 14,29	 6,59	 4,95	 10,44	 17,03	 2,2	 3,85	 3,3	 5,28	 60,0726393557293	 17,2907779808323	 4641,23230001235	 0,777535310859988	 0,841951608915494
75,84	 8,85	 43,76	 5,39	 5,86	 54,7	 10,94	 17,26	 12,33	 1,39	 3,7	 54,7	 18,64	 18,95	 2,93	 10,48	 10,17	 18,03	 2,4	 25,3169881096281	 -47,9389504280041	 3341,74153223457	 0,19180115540368	 0,879509329710598
77,64	 6,62	 44,35	 5,17	 4,21	 48,28	 18,1	 15,71	 15,33	 0,57	 2,01	 49,9	 13,03	 11,59	 0,77	 6,8	 8,33	 22,99	 2,24	 28,9004846834174	 -45,5112662421401	 3212,62455112346	 0,259986189374155	 0,904716166999032
39,32	 9,61	 71,46	 39,76	 8,07	 56,89	 12,01	 4,92	 22,83	 1,97	 3,74	 12,2	 12,01	 17,72	 0,39	 40,75	 6,89	 35,43	 1,6	 -25,200211858981	 -13,3915567665399	 2498,70483167901	 0,254151938911009	 0,325922638017937
23,96	 18,51	 63,92	 24,5	 8,02	 74,61	 4,9	 5,12	 11,36	 1,56	 4,01	 14,25	 15,14	 17,59	 1,78	 49,44	 14,03	 42,76	 1,97	 -44,6231240772586	 -13,4143332443358	 3709,09711167901	 0,536848495054108	 0,585362818344133
40,03	 10,83	 50,88	 27,99	 6,69	 45,77	 18,31	 7,22	 17,25	 12,5	 25,35	 8,63	 12,32	 22,36	 8,1	 20,25	 7,04	 7,75	 2,91	 4,01594039519999	 8,1903137643541	 997,498328901235	 0,0161682248385961	 0,0834177004667504
4,3	 21,51	 19,86	 43,15	 10,96	 30,82	 51,37	 3,42	 10,96	 59,59	 17,81	 0,68	 2,74	 10,27	 9,59	 2,05	 7,53	 12,33	 2,97	 5,70902440850113	 75,0697073329389	 6677,71830834568	 0,00488085273919501	 0,848800991150847
88,43	 6,02	 36,81	 10,68	 7,66	 40,95	 20,23	 9,92	 14,45	 5,53	 19,22	 24,5	 18,47	 19,1	 10,3	 8,17	 4,77	 3,39	 4,51	 47,2894050470316	 -24,8913483011555	 3434,42249612346	 0,651139407637351	 0,831542145200588
28,44	 1,83	 24,3	 49,53	 16,82	 28,04	 43,93	 2,8	 13,08	 64,49	 8,41	 0,93	 1,87	 10,28	 4,67	 0,93	 2,8	 0,93	 4,81	 28,9049236836763	 66,2738958965237	 6093,09178779012	 0,137121619410591	 0,857975568485311
