id;gen;plan;cred1;cred1y2;cred1.2y3;cred1234;nac_lug;otros_univ;ocup_rel;sit_labNT;horas;sexto;edad;edad_t;Xfem;Xhijos;Xocup;XeduP;XeduM;XocuP;XocuM;tratamiento;inst;EDA;MC.EDA;carr04;carr11;carr12;carr14;fecing4;fecing11;fecing12;fecing14;fecingEDA;julio;EDAoMCEDA;Xnac_lug;Xhoras;XeduM_num;XeduP_num;Xedu_H;Xsexto;cred1_prop;cred1_2012;cred1y2_prop;cred1y2_2012;cred1.2y3_prop;cred1.2y3_2012;cred1234_prop;cred1234_2012
1128;2012;3. Plan 12   ;80;100;100;100;Europa;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;3;Asalariado;Asalariado;1;15;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Exterior;No trabaja;3;2;3;Montevideo Privada;0.888888888888889;80;0.555555555555556;100;0.37037037037037;100;0.277777777777778;100
1130;2012;3. Plan 12   ;50;50;50;50;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;204;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.555555555555556;50;0.277777777777778;50;0.185185185185185;50;0.138888888888889;50
1131;2013;3. Plan 12   ;30;110;130;150;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Cuenta propia;Asalariado;1;50;0;0;0;1;1;1;NA;6/2/2013;6/2/2013;3/2/2016;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.333333333333333;30;0.611111111111111;110;0.481481481481481;130;0.416666666666667;150
1134;2013;3. Plan 12   ;0;0;0;0;Montevideo;No posee;Está parcialmente relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Interior Publica;19;t17.19;0;0;1;2;3;Dirección;Cuenta propia;1;110;0;0;0;0;1;0;NA;NA;22/2/2013;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;3;2;3;Interior Publica;0;0;0;0;0;0;0;0
1138;2012;3. Plan 12   ;50;50;100;160;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;2;Cuenta propia;Cuenta propia;1;25;0;0;0;0;1;0;NA;NA;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;0.555555555555556;50;0.277777777777778;50;0.37037037037037;100;0.444444444444444;160
1145;2012;3. Plan 12   ;90;180;240;310;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Cuenta propia;Asalariado;1;52;0;0;0;0;1;0;NA;NA;10/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;1;180;0.888888888888889;240;0.861111111111111;310
1146;2012;3. Plan 12   ;70;90;140;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;2;Asalariado;No trabaja;1;194;0;0;0;1;1;0;NA;6/2/2012;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;0.777777777777778;70;0.5;90;0.518518518518518;140;0.5;180
1147;2012;3. Plan 12   ;90;170;250;290;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;52;0;0;0;0;1;0;NA;NA;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Privada;1;90;0.944444444444444;170;0.925925925925926;250;0.805555555555556;290
1151;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;Está poco relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;Montevideo Publica;18;t17.19;1;0;1;2;1;Asalariado;Asalariado;1;62;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;1;2;2;Montevideo Publica;0;0;0;0;0;0;0;0
1153;2012;3. Plan 12   ;90;180;265;350;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;2;Cuenta propia;Asalariado;1;52;0;0;0;1;1;0;NA;10/2/2012;10/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Montevideo Privada;1;90;1;180;0.981481481481482;265;0.972222222222222;350
1154;2012;3. Plan 12   ;30;60;80;100;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;2;2;Dirección;Asalariado;1;357;0;0;0;0;1;0;NA;NA;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Publica;0.333333333333333;30;0.333333333333333;60;0.296296296296296;80;0.277777777777778;100
1163;2012;3. Plan 12   ;40;60;60;60;Canelones;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;214;0;0;0;1;1;0;NA;5/3/2012;5/3/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.444444444444444;40;0.333333333333333;60;0.222222222222222;60;0.166666666666667;60
1165;2013;3. Plan 12   ;30;30;40;50;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Montevideo;20;t20.22;0;0;0;2;3;Asalariado;Asalariado;1;194;0;0;0;0;1;0;NA;NA;6/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Publica;0.333333333333333;30;0.166666666666667;30;0.148148148148148;40;0.138888888888889;50
1166;2013;3. Plan 12   ;20;20;20;20;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;214;0;0;0;1;1;0;NA;19/2/2013;19/2/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
1175;2012;3. Plan 12   ;0;0;0;0;Montevideo;No posee;Está poco relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Montevideo Publica;19;t17.19;0;0;1;2;2;Sin dato;Asalariado;1;69;0;1;0;1;1;1;NA;6/2/2012;6/2/2012;6/2/2012;NA;0;1;Montevideo;Trabaja menos de 30 horas;2;2;2;Montevideo Publica;0;0;0;0;0;0;0;0
1180;2013;3. Plan 12   ;90;180;240;310;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;1;1;Asalariado;Asalariado;1;185;0;0;0;0;1;0;NA;NA;7/2/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;1;90;1;180;0.888888888888889;240;0.861111111111111;310
1188;2013;3. Plan 12   ;60;60;70;70;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;3;3;Cuenta propia;Asalariado;1;130;0;0;0;0;1;0;NA;NA;7/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Interior Publica;0.666666666666667;60;0.333333333333333;60;0.259259259259259;70;0.194444444444444;70
1190;2013;3. Plan 12   ;80;140;190;250;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;17;t17.19;1;0;0;2;3;Asalariado;Asalariado;1;306;0;0;0;0;1;0;NA;NA;19/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Interior Publica;0.888888888888889;80;0.777777777777778;140;0.703703703703704;190;0.694444444444444;250
1203;2013;3. Plan 12   ;0;0;0;0;Montevideo;Si posee;Está relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;Interior Publica;25;t23.26;0;0;1;3;1;Asalariado;Cuenta propia;1;322;0;0;0;0;1;0;NA;NA;8/2/2013;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;1;3;3;Interior Publica;0;0;0;0;0;0;0;0
1205;2013;3. Plan 12   ;50;50;50;50;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;UTU Interior;18;t17.19;0;0;0;1;2;Asalariado;Asalariado;1;193;0;0;0;0;1;1;NA;NA;18/2/2013;18/2/2013;NA;0;0;Interior;No trabaja;2;1;2;Interior Publica;0.555555555555556;50;0.277777777777778;50;0.185185185185185;50;0.138888888888889;50
1207;2013;3. Plan 12   ;90;180;260;320;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;1;0;0;1;3;Asalariado;Asalariado;1;314;0;0;0;0;1;0;NA;NA;13/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Interior Privada;1;90;1;180;0.962962962962963;260;0.888888888888889;320
1211;2012;3. Plan 12   ;20;20;20;20;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;2;3;Asalariado;Asalariado;1;45;0;0;0;0;1;0;NA;NA;7/3/2012;NA;NA;0;0;Montevideo;No trabaja;3;2;3;Montevideo Privada;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
1216;2013;3. Plan 12   ;80;110;130;210;Canelones;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;0;0;0;3;3;Asalariado;Asalariado;1;90;0;0;0;1;1;0;NA;6/2/2013;6/2/2013;NA;NA;0;0;Interior;No trabaja;3;3;3;Interior Publica;0.888888888888889;80;0.611111111111111;110;0.481481481481481;130;0.583333333333333;210
1218;2012;3. Plan 12   ;0;0;0;0;Artigas;No posee;Está poco relacionada;No corresponde;Trabaja de 31 a 40 hrs semanales;UTU Interior;19;t17.19;1;0;1;2;3;Asalariado;Asalariado;1;193;0;0;0;1;1;0;NA;10/2/2012;10/2/2012;NA;NA;0;0;Interior;Trabaja mas de 30 horas;3;2;3;Interior Publica;0;0;0;0;0;0;0;0
1219;2012;3. Plan 12   ;20;60;100;140;Paysandú;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;0;0;0;2;2;Cuenta propia;Asalariado;1;159;0;0;0;0;1;0;NA;NA;6/2/2012;NA;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;0.222222222222222;20;0.333333333333333;60;0.37037037037037;100;0.388888888888889;140
1220;2013;3. Plan 12   ;0;0;0;0;Montevideo;Si posee;Está muy relacionada;No corresponde;Trabaja más de 40 hrs semanales;Interior Publica;23;t23.26;1;0;1;NA;3;Sin dato;Asalariado;1;519;0;0;0;0;1;0;NA;NA;6/3/2013;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;3;NA;3;Interior Publica;0;0;0;0;0;0;0;0
1233;2012;3. Plan 12   ;60;140;200;230;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;17;t17.19;1;0;0;1;1;Cuenta propia;No trabaja;1;68;0;0;0;0;1;0;NA;NA;6/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.666666666666667;60;0.777777777777778;140;0.740740740740741;200;0.638888888888889;230
1236;2012;3. Plan 12   ;90;150;220;280;Florida;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;1;0;0;2;2;Cuenta propia;Asalariado;1;113;0;0;0;1;1;1;NA;7/2/2012;7/2/2012;7/2/2012;NA;0;0;Interior;No trabaja;2;2;2;Interior Publica;1;90;0.833333333333333;150;0.814814814814815;220;0.777777777777778;280
1246;2012;3. Plan 12   ;30;40;70;90;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;62;0;0;0;1;1;0;NA;13/2/2012;13/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.333333333333333;30;0.222222222222222;40;0.259259259259259;70;0.25;90
1247;2013;3. Plan 12   ;90;160;270;340;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;3;Asalariado;Asalariado;1;182;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Interior;No trabaja;3;1;3;Interior Publica;1;90;0.888888888888889;160;1;270;0.944444444444444;340
1262;2012;3. Plan 12   ;60;160;200;250;Montevideo;No posee;No está relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Interior Publica;18;t17.19;0;0;1;1;2;Dirección;Asalariado;1;125;0;0;0;1;1;0;NA;5/3/2012;5/3/2012;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;2;1;2;Interior Publica;0.666666666666667;60;0.888888888888889;160;0.740740740740741;200;0.694444444444444;250
1264;2012;3. Plan 12   ;80;110;130;160;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Cuenta propia;1;179;0;0;0;1;1;0;NA;14/2/2012;14/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Interior Publica;0.888888888888889;80;0.611111111111111;110;0.481481481481481;130;0.444444444444444;160
1267;2013;3. Plan 12   ;40;80;110;130;Rivera;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Interior Publica;18;t17.19;0;0;0;1;1;Asalariado;No trabaja;1;152;0;0;0;0;1;1;NA;NA;8/2/2013;8/2/2013;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.444444444444444;40;0.444444444444444;80;0.407407407407407;110;0.361111111111111;130
1273;2013;3. Plan 12   ;40;60;60;100;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;1;Cuenta propia;Sin dato;1;31;0;0;0;1;1;0;NA;21/2/2013;21/2/2013;NA;NA;0;0;Montevideo;No trabaja;1;3;3;Montevideo Privada;0.444444444444444;40;0.333333333333333;60;0.222222222222222;60;0.277777777777778;100
1274;2012;3. Plan 12   ;50;90;140;170;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;19;t17.19;0;0;0;1;1;Cuenta propia;No trabaja;1;85;0;0;0;1;1;0;NA;5/3/2012;5/3/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.555555555555556;50;0.5;90;0.518518518518518;140;0.472222222222222;170
1276;2012;3. Plan 12   ;80;110;170;200;Cerro Largo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Cuenta propia;Asalariado;1;99;0;0;0;0;1;1;NA;NA;6/2/2012;6/2/2012;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.888888888888889;80;0.611111111111111;110;0.62962962962963;170;0.555555555555556;200
1280;2012;3. Plan 12   ;40;70;70;70;Montevideo;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Publica;19;t17.19;0;0;1;1;1;No trabaja;Asalariado;1;221;0;0;0;0;1;0;NA;NA;9/2/2012;NA;NA;0;0;Montevideo;Trabaja menos de 30 horas;1;1;1;Montevideo Publica;0.444444444444444;40;0.388888888888889;70;0.259259259259259;70;0.194444444444444;70
1284;2012;3. Plan 12   ;90;160;260;340;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;0;0;0;2;1;Dirección;No trabaja;1;64;0;0;0;0;1;0;NA;NA;16/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;2;2;Montevideo Publica;1;90;0.888888888888889;160;0.962962962962963;260;0.944444444444444;340
1289;2013;3. Plan 12   ;40;90;110;160;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;19;t17.19;0;0;0;3;2;Cuenta propia;Asalariado;1;64;0;0;0;1;1;0;NA;4/3/2013;4/3/2013;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Montevideo Publica;0.444444444444444;40;0.5;90;0.407407407407407;110;0.444444444444444;160
1295;2012;3. Plan 12   ;90;150;200;260;Tacuarembó;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;182;0;0;0;1;1;0;NA;27/1/2017;7/2/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;1;90;0.833333333333333;150;0.740740740740741;200;0.722222222222222;260
1302;2012;3. Plan 12   ;20;20;20;60;Montevideo;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Publica;18;t17.19;1;0;1;1;1;Cuenta propia;Asalariado;1;77;0;1;0;0;1;0;NA;NA;10/2/2012;NA;NA;0;1;Montevideo;Trabaja menos de 30 horas;1;1;1;Montevideo Publica;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.166666666666667;60
1304;2012;3. Plan 12   ;10;10;10;10;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;UTU Montevideo;18;t17.19;1;0;0;1;1;Asalariado;Asalariado;1;194;0;0;0;0;1;1;NA;NA;5/3/2012;5/3/2012;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.111111111111111;10;0.0555555555555556;10;0.037037037037037;10;0.0277777777777778;10
1306;2012;3. Plan 12   ;70;160;240;310;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;0;0;0;1;1;Cuenta propia;No trabaja;1;83;0;0;0;0;1;0;NA;NA;10/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;1;1;Montevideo Publica;0.777777777777778;70;0.888888888888889;160;0.888888888888889;240;0.861111111111111;310
1314;2013;3. Plan 12   ;60;140;220;260;San José;No posee;No está relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Interior Publica;19;t17.19;1;0;1;1;1;Asalariado;No trabaja;1;168;0;0;0;1;1;0;NA;4/3/2013;4/3/2013;NA;NA;0;0;Interior;Trabaja menos de 30 horas;1;1;1;Interior Publica;0.666666666666667;60;0.777777777777778;140;0.814814814814815;220;0.722222222222222;260
1315;2013;3. Plan 12   ;40;50;50;60;Montevideo;No posee;Está parcialmente relacionada;No corresponde;Trabaja menos de 10 hrs semanales;Interior Publica;19;t17.19;1;0;1;1;1;Asalariado;Asalariado;1;126;0;1;0;0;1;1;NA;NA;22/2/2013;2/2/2017;NA;0;1;Montevideo;Trabaja menos de 30 horas;1;1;1;Interior Publica;0.444444444444444;40;0.277777777777778;50;0.185185185185185;50;0.166666666666667;60
1318;2013;3. Plan 12   ;70;150;200;235;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Cuenta propia;1;305;0;0;0;1;1;1;NA;6/2/2013;6/2/2013;6/2/2013;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.777777777777778;70;0.833333333333333;150;0.740740740740741;200;0.652777777777778;235
1321;2013;3. Plan 12   ;70;110;170;210;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;1;3;Asalariado;Asalariado;1;69;0;0;0;1;1;0;NA;4/2/2013;4/2/2013;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Publica;0.777777777777778;70;0.611111111111111;110;0.62962962962963;170;0.583333333333333;210
1322;2013;3. Plan 12   ;60;80;90;90;Otros;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;1;0;0;2;2;Asalariado;No trabaja;1;1;0;0;0;1;1;0;NA;22/2/2013;22/2/2013;NA;NA;0;0;NA;No trabaja;2;2;2;Interior Privada;0.666666666666667;60;0.444444444444444;80;0.333333333333333;90;0.25;90
1325;2013;3. Plan 12   ;40;50;70;80;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;2;Asalariado;Cuenta propia;1;63;1;0;0;1;1;0;NA;5/2/2013;5/2/2013;NA;10/7/2015;0;1;Montevideo;No trabaja;2;2;2;Montevideo Publica;0.444444444444444;40;0.277777777777778;50;0.259259259259259;70;0.222222222222222;80
1326;2012;3. Plan 12   ;50;90;160;170;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;1;Asalariado;No trabaja;1;64;0;0;0;1;1;0;NA;7/2/2012;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;1;2;2;Montevideo Publica;0.555555555555556;50;0.5;90;0.592592592592593;160;0.472222222222222;170
1330;2012;3. Plan 12   ;90;180;215;280;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;3;2;Cuenta propia;Asalariado;1;108;0;0;0;1;1;0;NA;7/2/2012;7/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;3;3;Interior Publica;1;90;1;180;0.796296296296296;215;0.777777777777778;280
1332;2013;3. Plan 12   ;10;10;20;20;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;20;t20.22;0;0;0;3;3;Asalariado;Cuenta propia;1;83;0;0;0;0;1;1;NA;NA;21/2/2013;21/2/2013;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Publica;0.111111111111111;10;0.0555555555555556;10;0.0740740740740741;20;0.0555555555555556;20
1337;2012;3. Plan 12   ;40;90;100;110;Rivera;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;0;0;0;2;1;Sin dato;Asalariado;1;20;0;0;0;0;1;0;NA;NA;5/3/2012;NA;NA;0;0;Interior;No trabaja;1;2;2;Montevideo Privada;0.444444444444444;40;0.5;90;0.37037037037037;100;0.305555555555556;110
1339;2013;3. Plan 12   ;60;90;130;210;Canelones;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;19;t17.19;0;0;0;1;1;Asalariado;Asalariado;1;185;0;0;0;1;1;0;NA;6/3/2013;6/3/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.666666666666667;60;0.5;90;0.481481481481481;130;0.583333333333333;210
1341;2013;3. Plan 12   ;0;0;0;0;Rivera;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;17;t17.19;1;0;0;2;3;Asalariado;Asalariado;1;152;0;0;0;1;1;1;NA;18/2/2013;18/2/2013;18/2/2013;NA;0;0;Interior;No trabaja;3;2;3;Interior Publica;0;0;0;0;0;0;0;0
1342;2012;3. Plan 12   ;60;60;60;60;Maldonado;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Cuenta propia;Asalariado;1;130;0;0;0;0;1;0;NA;NA;14/2/2012;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.666666666666667;60;0.333333333333333;60;0.222222222222222;60;0.166666666666667;60
1350;2012;3. Plan 12   ;0;0;0;0;Montevideo;Si posee;No está relacionada;No corresponde;Trabaja más de 40 hrs semanales;Montevideo Privada;23;t23.26;1;0;1;3;2;Cuenta propia;Cuenta propia;1;49;0;0;0;0;1;0;NA;NA;7/3/2012;NA;NA;0;0;Montevideo;Trabaja mas de 30 horas;2;3;3;Montevideo Privada;0;0;0;0;0;0;0;0
1354;2013;3. Plan 12   ;50;90;100;100;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Publica;18;t17.19;1;0;0;2;1;Asalariado;Asalariado;1;83;0;0;0;0;1;1;NA;NA;4/3/2013;4/3/2013;NA;0;0;Montevideo;No trabaja;1;2;2;Montevideo Publica;0.555555555555556;50;0.5;90;0.37037037037037;100;0.277777777777778;100
1356;2012;3. Plan 12   ;0;70;120;150;Montevideo;No posee;No corresponde;Busca trabajo por primera vez;No corresponde;Montevideo Privada;18;t17.19;0;0;0;1;3;Asalariado;No trabaja;1;22;0;0;0;1;1;0;NA;10/2/2012;10/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Privada;0;0;0.388888888888889;70;0.444444444444444;120;0.416666666666667;150
1363;2013;3. Plan 12   ;20;20;20;20;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;No trabaja;1;110;0;0;0;0;1;1;NA;NA;4/3/2013;4/3/2013;NA;0;0;Montevideo;No trabaja;1;1;1;Interior Publica;0.222222222222222;20;0.111111111111111;20;0.0740740740740741;20;0.0555555555555556;20
1366;2012;3. Plan 12   ;80;125;150;225;Montevideo;No posee;Está poco relacionada;No corresponde;Trabaja de 10 a 20 hrs semanales;Montevideo Privada;18;t17.19;1;0;1;1;2;Asalariado;Asalariado;1;375;0;0;0;0;1;1;NA;NA;7/2/2012;7/2/2012;NA;0;0;Montevideo;Trabaja menos de 30 horas;2;1;2;Montevideo Privada;0.888888888888889;80;0.694444444444444;125;0.555555555555556;150;0.625;225
1369;2013;3. Plan 12   ;0;40;140;210;Rocha;No posee;No corresponde;Trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;0;0;0;NA;1;Sin dato;Asalariado;1;156;0;0;0;1;1;0;NA;12/2/2013;21/2/2013;NA;NA;0;0;Interior;No trabaja;1;NA;1;Interior Privada;0;0;0.222222222222222;40;0.518518518518518;140;0.583333333333333;210
1377;2013;3. Plan 12   ;30;80;150;170;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Privada;18;t17.19;0;0;0;2;2;Asalariado;Asalariado;1;376;0;0;0;1;1;0;NA;13/2/2013;13/2/2013;NA;NA;0;0;Montevideo;No trabaja;2;2;2;Interior Privada;0.333333333333333;30;0.444444444444444;80;0.555555555555556;150;0.472222222222222;170
1378;2012;3. Plan 12   ;90;180;260;340;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;3;3;Asalariado;Asalariado;1;204;0;0;0;0;1;0;NA;NA;9/2/2012;NA;NA;0;0;Montevideo;No trabaja;3;3;3;Montevideo Privada;1;90;1;180;0.962962962962963;260;0.944444444444444;340
1382;2013;3. Plan 12   ;50;90;130;180;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Publica;18;t17.19;1;0;0;1;3;Cuenta propia;Asalariado;1;79;0;0;0;0;1;1;NA;NA;14/2/2013;14/2/2013;NA;0;0;Montevideo;No trabaja;3;1;3;Montevideo Publica;0.555555555555556;50;0.5;90;0.481481481481481;130;0.5;180
1388;2012;3. Plan 12   ;90;160;240;300;Montevideo;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Montevideo Privada;18;t17.19;1;0;0;1;2;Asalariado;Dirección;1;318;0;0;0;0;1;0;NA;NA;8/2/2012;NA;NA;0;0;Montevideo;No trabaja;2;1;2;Montevideo Privada;1;90;0.888888888888889;160;0.888888888888889;240;0.833333333333333;300
1391;2013;3. Plan 12   ;20;70;130;150;Florida;No posee;No corresponde;No trabajó y no busca trabajo;No corresponde;Interior Publica;18;t17.19;1;0;0;1;1;Asalariado;Cuenta propia;1;173;0;0;0;1;1;0;NA;8/2/2013;8/2/2013;NA;NA;0;0;Interior;No trabaja;1;1;1;Interior Publica;0.222222222222222;20;0.388888888888889;70;0.481481481481481;130;0.416666666666667;150
